id,municipality_code,population,census_worker_estimate,employed_pnad_calibrated,non_employed_estimated
RES_2227,3303500,683,234,272,411
RES_2228,3303500,1475,543,631,844
RES_2229,3303500,176,68,79,97
RES_2230,3303500,1563,581,676,887
RES_2231,3303500,1983,733,852,1131
RES_2232,3303500,3166,1203,1399,1767
RES_2233,3303500,5170,1926,2240,2930
RES_2234,3303500,1401,522,607,794
RES_2235,3303500,2358,859,999,1359
RES_2236,3303500,4465,1683,1957,2508
RES_2237,3303500,2769,987,1148,1621
RES_2238,3303500,948,343,399,549
RES_2239,3303500,2091,782,909,1182
RES_2240,3303500,345,120,140,205
RES_2241,3303500,4871,1768,2056,2815
RES_2242,3303500,1594,542,630,964
RES_2243,3303500,2468,877,1020,1448
RES_2244,3303500,102,34,40,62
RES_2245,3303500,196,76,88,108
RES_2246,3303500,764,281,327,437
RES_2247,3303500,1746,662,770,976
RES_2248,3303500,4037,1507,1752,2285
RES_2249,3303500,587,223,259,328
RES_2250,3303500,1118,399,464,654
RES_2251,3303500,726,268,312,414
RES_2252,3303500,1419,509,592,827
RES_2253,3303500,531,204,237,294
RES_2254,3303500,1122,413,480,642
RES_2255,3303500,1042,385,448,594
RES_2256,3303500,531,203,236,295
RES_2257,3303500,694,275,320,374
RES_2258,3303500,3919,1424,1656,2263
RES_2259,3303500,430,160,186,244
RES_2260,3303500,550,186,216,334
RES_2261,3303500,982,352,409,573
RES_2262,3303500,2158,800,930,1228
RES_2263,3303500,356,126,147,209
RES_2264,3303500,5132,1915,2227,2905
RES_2265,3303500,2048,741,862,1186
RES_2266,3303500,605,222,258,347
RES_2267,3303500,1910,698,812,1098
RES_2268,3303500,645,219,255,390
RES_2269,3303500,4970,1857,2159,2811
RES_2270,3303500,447,156,181,266
RES_2271,3303500,1442,529,615,827
RES_2272,3303500,2165,805,936,1229
RES_2273,3303500,1613,616,716,897
RES_2274,3303500,4879,1855,2157,2722
RES_2275,3303500,994,379,441,553
RES_2276,3303500,802,364,423,379
RES_2277,3303500,3897,1428,1661,2236
RES_2278,3303500,5316,1997,2322,2994
RES_2279,3303500,1807,672,781,1026
RES_2280,3303500,821,318,370,451
RES_2281,3303500,782,334,388,394
RES_2282,3303500,6617,2550,2965,3652
RES_2283,3303500,568,197,229,339
RES_2284,3303500,788,317,369,419
RES_2285,3303500,769,284,330,439
RES_2286,3303500,2249,909,1057,1192
RES_2287,3303500,1349,484,563,786
RES_2288,3303500,1622,557,648,974
RES_2289,3303500,1713,616,716,997
RES_2290,3303500,1939,705,820,1119
RES_2291,3303500,2120,765,890,1230
RES_2292,3303500,1497,546,635,862
RES_2293,3303500,453,168,195,258
RES_2294,3303500,4372,1583,1841,2531
RES_2295,3303500,540,202,235,305
RES_2296,3303500,3295,1277,1485,1810
RES_2297,3303500,719,252,293,426
RES_2298,3303500,7181,2636,3065,4116
RES_2299,3303500,2229,822,956,1273
RES_2300,3303500,5563,2190,2547,3016
RES_2301,3303500,361,132,154,207
RES_2302,3303500,701,259,301,400
RES_2303,3303500,3711,1423,1655,2056
RES_2304,3303500,1806,676,786,1020
RES_2305,3303500,3722,1353,1573,2149
RES_2306,3303500,2801,1054,1226,1575
RES_2307,3303500,699,260,302,397
RES_2308,3303500,1859,668,777,1082
RES_2309,3303500,1103,416,484,619
RES_2310,3303500,518,192,223,295
RES_2311,3303500,466,185,215,251
RES_2312,3303500,1535,557,648,887
RES_2313,3303500,753,276,321,432
RES_2314,3303500,3524,1282,1491,2033
RES_2315,3303500,1380,523,608,772
RES_2316,3303500,1614,608,707,907
RES_2317,3303500,4207,1584,1842,2365
RES_2318,3303500,5302,1945,2262,3040
RES_2319,3303500,502,185,215,287
RES_2320,3303500,804,311,362,442
RES_2321,3303500,415,158,184,231
RES_2322,3303500,399,154,179,220
RES_2323,3303500,693,250,291,402
RES_2324,3303500,1329,465,541,788
RES_2325,3303500,5997,2266,2635,3362
RES_2326,3303500,898,334,388,510
RES_2327,3303500,431,153,178,253
RES_2328,3303500,4570,1706,1984,2586
RES_2329,3303500,2723,986,1147,1576
RES_2330,3303500,668,245,285,383
RES_2331,3303500,180,77,90,90
RES_2332,3303500,2041,761,885,1156
RES_2333,3303500,548,200,233,315
RES_2334,3303500,646,237,276,370
RES_2335,3303500,1943,712,828,1115
RES_2336,3303500,1372,510,593,779
RES_2337,3303500,3259,1217,1415,1844
RES_2338,3303500,7407,2764,3214,4193
RES_2339,3303500,736,275,320,416
RES_2340,3303500,786,302,351,435
RES_2341,3303500,2639,984,1144,1495
RES_2342,3303500,1113,419,487,626
RES_2343,3303500,284,105,122,162
RES_2344,3303500,459,186,216,243
RES_2345,3303500,243,93,108,135
RES_2346,3303500,458,161,187,271
RES_2347,3303500,3393,1261,1466,1927
RES_2348,3303500,598,231,269,329
RES_2349,3303500,197,76,88,109
RES_2350,3303500,499,190,221,278
RES_2351,3303500,6468,2375,2762,3706
RES_2352,3303500,3756,1360,1581,2175
RES_2353,3303500,4350,1600,1861,2489
RES_2354,3303500,3906,1392,1619,2287
RES_2355,3303500,2070,783,911,1159
RES_2356,3303500,2382,859,999,1383
RES_2357,3303500,1771,639,743,1028
RES_2358,3303500,2534,1013,1178,1356
RES_2359,3303500,4204,1572,1828,2376
RES_2360,3303500,704,277,322,382
RES_2361,3303500,926,356,414,512
RES_2362,3303500,4607,1894,2202,2405
RES_2363,3303500,1056,400,465,591
RES_2364,3303500,6833,2653,3085,3748
RES_2365,3303500,787,306,356,431
RES_2366,3303500,845,302,351,494
RES_2367,3303500,565,206,240,325
RES_2368,3303500,1111,420,488,623
RES_2369,3303500,508,192,223,285
RES_2370,3303500,2675,1009,1173,1502
RES_2371,3303500,173,62,72,101
RES_2372,3303500,795,293,341,454
RES_2373,3303500,665,234,272,393
RES_2374,3303500,3045,1200,1395,1650
RES_2375,3303500,6886,2634,3063,3823
RES_2376,3303500,3177,1194,1388,1789
RES_2377,3303500,1215,454,528,687
RES_2378,3303500,2283,860,1000,1283
RES_2379,3303500,674,249,290,384
RES_2380,3303500,1467,547,636,831
RES_2381,3303500,674,249,290,384
RES_2382,3303500,3729,1415,1645,2084
RES_2383,3303500,4852,1770,2058,2794
RES_2384,3303500,2098,823,957,1141
RES_2385,3303500,288,122,142,146
RES_2386,3303500,502,194,226,276
RES_2387,3303500,162,59,69,93
RES_2388,3303500,5429,2058,2393,3036
RES_2389,3303500,716,268,312,404
RES_2390,3303500,3149,1239,1441,1708
RES_2391,3303500,454,179,208,246
RES_2392,3303500,549,192,223,326
RES_2393,3303500,772,274,319,453
RES_2394,3303500,2774,1070,1244,1530
RES_2395,3303500,817,318,370,447
RES_2396,3303500,4059,1561,1815,2244
RES_2397,3303500,2429,954,1109,1320
RES_2398,3303500,573,215,250,323
RES_2399,3303500,885,337,392,493
RES_2400,3303500,1243,456,530,713
RES_2401,3303500,1174,441,513,661
RES_2402,3303500,1376,520,605,771
RES_2403,3303500,1672,648,754,918
RES_2404,3303500,4339,1617,1880,2459
RES_2405,3303500,3065,1153,1341,1724
RES_2406,3303500,1780,661,769,1011
RES_2407,3303500,4507,1688,1963,2544
RES_2408,3303500,4209,1559,1813,2396
RES_2409,3303500,3300,1262,1468,1832
RES_2410,3303500,791,304,354,437
RES_2411,3303500,974,366,426,548
RES_2412,3303500,455,168,195,260
RES_2413,3303500,194,72,84,110
RES_2414,3303500,396,143,166,230
RES_2415,3303500,256,88,102,154
RES_2416,3303500,2535,964,1121,1414
RES_2417,3303500,938,341,397,541
RES_2418,3303500,2255,852,991,1264
RES_2419,3303500,1936,725,843,1093
RES_2420,3303500,3720,1456,1693,2027
RES_2421,3303500,2016,779,906,1110
RES_2422,3303500,800,295,343,457
RES_2423,3303500,84,31,36,48
RES_2424,3303500,3366,1278,1486,1880
RES_2425,3303500,3046,1167,1357,1689
RES_2426,3303500,2123,808,940,1183
RES_2427,3303500,2748,1022,1188,1560
RES_2428,3303500,640,249,290,350
RES_2429,3303500,2143,809,941,1202
RES_2430,3303500,3431,1286,1495,1936
RES_2431,3303500,1931,718,835,1096
RES_2432,3303500,4449,1618,1882,2567
RES_2433,3303500,2066,802,933,1133
RES_2434,3303500,947,371,431,516
RES_2435,3303500,2244,786,914,1330
RES_2436,3303500,250,86,100,150
RES_2437,3303500,1072,385,448,624
RES_2438,3303500,458,166,193,265
RES_2439,3303500,639,227,264,375
RES_2440,3303500,185,72,84,101
RES_2441,3303500,906,349,406,500
RES_2442,3303500,557,209,243,314
RES_2443,3303500,1396,513,597,799
RES_2444,3303500,883,329,383,500
RES_2445,3303500,402,142,165,237
RES_2446,3303500,1620,582,677,943
RES_2447,3303500,402,145,169,233
RES_2448,3303500,2125,781,908,1217
RES_2449,3303500,1056,380,442,614
RES_2450,3303500,3570,1345,1564,2006
RES_2451,3303500,632,227,264,368
RES_2452,3303500,634,226,263,371
RES_2453,3303500,8,3,3,5
RES_2454,3303500,199,64,74,125
RES_2455,3303500,188,65,76,112
RES_2456,3303500,252,84,98,154
RES_2457,3303500,10,4,5,5
RES_2458,3303500,182,64,74,108
RES_2459,3303500,4,1,1,3
RES_2460,3303500,1,0,0,1
RES_2461,3303500,564,210,244,320
RES_2462,3303500,377,139,162,215
RES_2463,3303500,228,75,87,141
RES_2464,3303500,140,46,53,87
RES_2465,3303500,646,257,299,347
RES_2466,3303500,2899,1109,1290,1609
RES_2467,3303500,539,204,237,302
RES_2468,3303500,2615,963,1120,1495
RES_2469,3303500,1632,613,713,919
RES_2470,3303500,358,121,141,217
RES_2471,3303500,1085,374,435,650
RES_2472,3303500,898,323,376,522
RES_2473,3303500,85,27,31,54
RES_2474,3303500,1447,485,564,883
RES_2475,3303500,3368,1321,1536,1832
RES_2476,3303500,1766,657,764,1002
RES_2477,3303500,2475,901,1048,1427
RES_2478,3303500,2258,844,981,1277
RES_2479,3303500,583,219,255,328
RES_2480,3303500,530,204,237,293
RES_2481,3303500,1534,568,661,873
RES_2482,3303500,193,63,73,120
RES_2483,3303500,52,21,24,28
RES_2484,3303500,67,23,27,40
RES_2485,3303500,148,55,64,84
RES_2486,3303500,310,117,136,174
RES_2487,3303500,335,123,143,192
RES_2488,3303500,1884,717,834,1050
RES_2489,3303500,1259,483,562,697
RES_2490,3303500,2170,840,977,1193
RES_2491,3303500,3392,1254,1458,1934
RES_2492,3303500,289,110,128,161
RES_2493,3303500,2666,966,1123,1543
RES_2494,3303500,2242,851,990,1252
RES_2495,3303500,1617,592,688,929
RES_2496,3303500,133,46,53,80
RES_2497,3303500,12,4,5,7
RES_2498,3303500,26,10,12,14
RES_2499,3303500,56,21,24,32
RES_2500,3303500,422,148,172,250
RES_2501,3303500,244,86,100,144
RES_2502,3303500,146,52,60,86
RES_2503,3303500,139,50,58,81
RES_2504,3303500,196,80,93,103
RES_2505,3303500,32,12,14,18
RES_2506,3303500,119,38,44,75
RES_2507,3303500,2887,1051,1222,1665
RES_2508,3303500,2041,775,901,1140
RES_2509,3303500,833,322,374,459
RES_2510,3303500,1435,534,621,814
RES_2511,3303500,4375,1599,1859,2516
RES_2512,3303500,3792,1394,1621,2171
RES_2513,3303500,695,261,304,391
RES_2514,3303500,403,157,183,220
RES_2515,3303500,1933,702,816,1117
RES_2516,3303500,2647,962,1119,1528
RES_2517,3303500,1218,461,536,682
RES_2518,3303500,631,229,266,365
RES_2519,3303500,7678,2869,3336,4342
RES_2520,3303500,3194,1218,1416,1778
RES_2521,3303500,2294,830,965,1329
RES_2522,3303500,676,253,294,382
RES_2523,3303500,440,148,172,268
RES_2524,3303500,627,235,273,354
RES_2525,3303500,402,150,174,228
RES_2526,3303500,660,251,292,368
RES_2527,3303500,974,360,419,555
RES_2528,3303500,303,112,130,173
RES_2529,3303500,552,205,238,314
RES_2530,3303500,2582,976,1135,1447
RES_2531,3303500,2011,752,874,1137
RES_2532,3303500,1375,491,571,804
RES_2533,3303500,401,149,173,228
RES_2534,3303500,2421,922,1072,1349
RES_2535,3303500,784,297,345,439
RES_2536,3303500,2779,1020,1186,1593
RES_2537,3303500,1170,430,500,670
RES_2538,3303500,718,268,312,406
RES_2539,3303500,5427,2040,2372,3055
RES_2540,3303500,3225,1211,1408,1817
RES_2541,3303500,3893,1425,1657,2236
RES_2542,3303500,520,205,238,282
RES_2543,3303500,1014,374,435,579
RES_2544,3303500,2148,783,911,1237
RES_2545,3303500,740,281,327,413
RES_2546,3303500,207,82,95,112
RES_2547,3303500,477,175,204,273
RES_2548,3303500,584,231,269,315
RES_2549,3303500,314,114,133,181
RES_2550,3303500,2850,1059,1231,1619
RES_2551,3303500,810,304,354,456
RES_2552,3303500,2496,937,1090,1406
RES_2553,3303500,3658,1356,1577,2081
RES_2554,3303500,705,260,302,403
RES_2555,3303500,709,281,327,382
RES_2556,3303500,1516,573,666,850
RES_2557,3303500,932,343,399,533
RES_2558,3303500,647,237,276,371
RES_2559,3303500,1304,501,583,721
RES_2560,3303500,1436,539,627,809
RES_2561,3303500,848,335,390,458
RES_2562,3303500,2531,961,1118,1413
RES_2563,3303500,1900,681,792,1108
RES_2564,3303500,690,253,294,396
RES_2565,3303500,336,124,144,192
RES_2566,3303500,378,145,169,209
RES_2567,3303500,217,79,92,125
RES_2568,3303500,180,68,79,101
RES_2569,3303500,410,152,177,233
RES_2570,3303500,1027,383,445,582
RES_2571,3303500,2316,859,999,1317
RES_2572,3303500,1125,402,467,658
RES_2573,3303500,112,43,50,62
RES_2574,3303500,584,220,256,328
RES_2575,3303500,869,337,392,477
RES_2576,3303500,878,338,393,485
RES_2577,3303500,168,69,80,88
RES_2578,3303500,340,124,144,196
RES_2579,3303500,169,61,71,98
RES_2580,3303500,78,29,34,44
RES_2581,3303500,1100,395,459,641
RES_2582,3303500,1156,447,520,636
RES_2583,3303500,7,3,3,4
RES_2584,3303500,312,125,145,167
RES_2585,3303500,648,242,281,367
RES_2586,3303500,1363,502,584,779
RES_2587,3303500,2019,782,909,1110
RES_2588,3303500,3338,1287,1497,1841
RES_2589,3303500,66,25,29,37
RES_2590,3303500,234,81,94,140
RES_2591,3303500,1150,415,483,667
RES_2592,3303500,1490,553,643,847
RES_2593,3303500,1483,547,636,847
RES_2594,3303500,2333,860,1000,1333
RES_2595,3303500,1120,401,466,654
RES_2596,3303500,2969,1136,1321,1648
RES_2597,3303500,1194,446,519,675
RES_2598,3303500,1203,469,545,658
RES_2599,3303500,417,156,181,236
RES_2600,3303500,456,172,200,256
RES_2601,3303500,558,197,229,329
RES_2602,3303500,373,139,162,211
RES_2603,3303500,1889,743,864,1025
RES_2604,3303500,418,161,187,231
RES_2605,3303500,3257,1231,1431,1826
RES_2606,3303500,3499,1309,1522,1977
RES_2607,3303500,4347,1625,1890,2457
RES_2608,3303500,502,175,204,298
RES_2609,3303500,1006,377,438,568
RES_2610,3303500,2836,1047,1218,1618
RES_2611,3303500,1376,537,624,752
RES_2612,3303500,2397,896,1042,1355
RES_2613,3303500,643,253,294,349
RES_2614,3303500,2191,781,908,1283
RES_2615,3303500,3470,1298,1509,1961
RES_2616,3303500,741,281,327,414
RES_2617,3303500,532,193,224,308
RES_2618,3303500,660,256,298,362
RES_2619,3303500,203,68,79,124
RES_2620,3303500,257,94,109,148
RES_2621,3303500,101,40,47,54
RES_2622,3303500,591,227,264,327
RES_2623,3303500,699,256,298,401
RES_2624,3303500,1705,650,756,949
RES_2625,3303500,3416,1281,1490,1926
RES_2626,3303500,5512,2032,2363,3149
RES_2627,3303500,748,270,314,434
RES_2628,3303500,1204,435,506,698
RES_2629,3303500,977,377,438,539
RES_2630,3303500,4806,1788,2079,2727
RES_2631,3303500,3184,1207,1404,1780
RES_2632,3303500,1137,402,467,670
RES_2633,3303500,600,220,256,344
RES_2634,3303500,60,22,26,34
RES_2635,3303500,128,45,52,76
RES_2636,3303500,666,257,299,367
RES_2637,3303500,379,140,163,216
RES_2638,3303500,754,288,335,419
RES_2639,3303500,943,358,416,527
RES_2640,3303500,909,322,374,535
RES_2641,3303500,1242,484,563,679
RES_2642,3303500,473,172,200,273
RES_2643,3303500,326,119,138,188
RES_2644,3303500,631,235,273,358
RES_2645,3303500,142,54,63,79
RES_2646,3303500,528,203,236,292
RES_2647,3303500,564,220,256,308
RES_2648,3303500,208,75,87,121
RES_2649,3303500,129,48,56,73
RES_2650,3303500,788,288,335,453
RES_2651,3303500,675,251,292,383
RES_2652,3303500,982,367,427,555
RES_2653,3303500,1312,467,543,769
RES_2654,3303500,486,178,207,279
RES_2655,3303500,272,97,113,159
RES_2656,3303500,809,297,345,464
RES_2657,3303500,255,83,97,158
RES_2658,3303500,141,54,63,78
RES_2659,3303500,1332,484,563,769
RES_2660,3303500,377,132,154,223
RES_2661,3303500,286,101,117,169
RES_2662,3303500,25,9,10,15
RES_2663,3303500,249,90,105,144
RES_2664,3303500,488,185,215,273
RES_2665,3303500,692,255,297,395
RES_2666,3303500,20,7,8,12
RES_2667,3303500,106,37,43,63
RES_2668,3303500,10,4,5,5
RES_2669,3303500,184,74,86,98
RES_2670,3303500,849,315,366,483
RES_2671,3303500,4038,1549,1801,2237
RES_2672,3303500,1174,435,506,668
RES_2673,3303500,812,301,350,462
RES_2674,3303500,2938,1081,1257,1681
RES_2675,3303500,3002,1101,1280,1722
RES_2676,3303500,56,21,24,32
RES_2677,3303500,418,163,190,228
RES_2678,3303500,2158,781,908,1250
RES_2679,3303500,882,316,367,515
RES_2680,3303500,2978,1123,1306,1672
RES_2681,3303500,339,121,141,198
RES_2682,3303500,200,75,87,113
RES_2683,3303500,418,144,167,251
RES_2684,3303500,2678,993,1155,1523
RES_2685,3303500,1249,462,537,712
RES_2686,3303500,230,95,110,120
RES_2687,3303500,504,177,206,298
RES_2688,3303500,1135,425,494,641
RES_2689,3303500,2252,861,1001,1251
RES_2690,3303500,3442,1293,1504,1938
RES_2691,3303500,1035,379,441,594
RES_2692,3303500,1207,458,533,674
RES_2693,3303500,298,115,134,164
RES_2694,3303500,575,216,251,324
RES_2695,3303500,575,222,258,317
RES_2696,3303500,874,334,388,486
RES_2697,3303500,3319,1237,1438,1881
RES_2698,3303500,1567,571,664,903
RES_2699,3303500,2419,892,1037,1382
RES_2700,3303500,265,97,113,152
RES_2701,3303500,329,127,148,181
RES_2702,3303500,643,249,290,353
RES_2703,3303500,363,141,164,199
RES_2704,3303500,152,53,62,90
RES_2705,3303500,1717,642,747,970
RES_2706,3303500,1213,457,531,682
RES_2707,3303500,1584,605,704,880
RES_2708,3303500,2344,878,1021,1323
RES_2709,3303500,412,145,169,243
RES_2710,3303500,681,257,299,382
RES_2711,3303500,71,27,31,40
RES_2712,3303500,235,87,101,134
RES_2713,3303500,338,118,137,201
RES_2714,3303500,184,67,78,106
RES_2715,3303500,78,29,34,44
RES_2716,3303500,87,31,36,51
RES_2717,3303500,760,305,355,405
RES_2718,3303500,369,133,155,214
RES_2719,3303500,79,25,29,50
RES_2720,3303500,111,45,52,59
RES_2721,3303500,503,196,228,275
RES_2722,3303500,810,285,331,479
RES_2723,3303500,544,192,223,321
RES_2724,3303500,46,17,20,26
RES_2725,3303500,185,68,79,106
RES_2726,3303500,240,87,101,139
RES_2727,3303500,421,139,162,259
RES_2728,3303500,193,68,79,114
RES_2729,3303500,985,352,409,576
RES_2730,3303500,111,40,47,64
RES_2731,3303500,186,61,71,115
RES_2732,3303500,298,101,117,181
RES_2733,3303500,114,36,42,72
RES_2734,3303500,123,38,44,79
RES_2735,3303500,74,28,33,41
RES_2736,3303500,219,78,91,128
RES_2737,3303500,80,30,35,45
RES_2738,3303500,42,16,19,23
RES_2739,3303500,183,60,70,113
RES_2740,3303500,34,13,15,19
RES_2741,3303500,181,68,79,102
RES_2742,3303500,81,30,35,46
RES_2743,3303500,197,78,91,106
RES_2744,3303500,17,6,7,10
RES_2745,3303500,474,182,212,262
RES_2746,3303500,275,93,108,167
RES_2747,3303500,103,38,44,59
RES_2748,3303500,322,117,136,186
RES_2749,3303500,191,70,81,110
RES_2750,3303500,444,158,184,260
RES_2751,3303500,1320,521,606,714
RES_2752,3303500,693,255,297,396
RES_2753,3303500,606,219,255,351
RES_2754,3303609,182,73,85,97
RES_2755,3303609,266,102,119,147
RES_2756,3303609,85,35,41,44
RES_2757,3303609,62,25,29,33
RES_2758,3303609,30,12,14,16
RES_2759,3303609,63,25,29,34
RES_2760,3303609,145,55,64,81
RES_2761,3303609,116,45,52,64
RES_2762,3303609,102,42,49,53
RES_2763,3303609,54,22,26,28
RES_2764,3303609,156,65,76,80
RES_2765,3303609,19,8,9,10
RES_2766,3303609,27,11,13,14
RES_2767,3303609,916,379,441,475
RES_2768,3303609,96,35,41,55
RES_2769,3303609,63,31,36,27
RES_2770,3303609,969,409,476,493
RES_2771,3303609,933,396,460,473
RES_2772,3303609,1326,570,663,663
RES_2773,3303609,2343,918,1068,1275
RES_2774,3303609,119,43,50,69
RES_2775,3303609,3498,1435,1669,1829
RES_2776,3303609,243,102,119,124
RES_2777,3303609,239,102,119,120
RES_2778,3303609,1947,757,880,1067
RES_2779,3303609,1942,771,897,1045
RES_2780,3303609,341,140,163,178
RES_2781,3303609,1108,468,544,564
RES_2782,3303609,5955,2407,2799,3156
RES_2783,3303609,1414,585,680,734
RES_2784,3303609,737,281,327,410
RES_2785,3303609,2004,751,873,1131
RES_2786,3303609,1177,487,566,611
RES_2787,3303609,213,93,108,105
RES_2788,3303609,3222,1313,1527,1695
RES_2789,3303609,1508,586,681,827
RES_2790,3303609,78,31,36,42
RES_2791,3303609,259,99,115,144
RES_2792,3303609,2,1,1,1
RES_2793,3303609,228,94,109,119
RES_2794,3303609,1859,757,880,979
RES_2795,3303609,10,4,5,5
RES_2796,3303609,424,180,209,215
RES_2797,3303609,147,65,76,71
RES_2798,3303609,8,3,3,5
RES_2799,3303609,3,1,1,2
RES_2800,3303609,187,75,87,100
RES_2801,3303609,238,104,121,117
RES_2802,3303609,596,248,288,308
RES_2803,3303609,385,166,193,192
RES_2804,3303609,415,177,206,209
RES_2805,3303609,561,220,256,305
RES_2806,3303609,496,210,244,252
RES_2807,3303609,398,187,217,181
RES_2808,3303609,594,239,278,316
RES_2809,3303906,19,9,10,9
RES_2810,3304003,1,0,0,1
RES_2811,3304003,14,6,7,7
RES_2812,3304003,445,188,208,237
RES_2813,3304003,2022,900,997,1025
RES_2814,3304003,38,17,19,19
RES_2815,3304003,15,7,8,7
RES_2816,3304003,56,23,25,31
RES_2817,3304003,1452,627,694,758
RES_2818,3304003,24,11,12,12
RES_2819,3304003,310,140,155,155
RES_2820,3304003,169,58,64,105
RES_2821,3304003,212,87,96,116
RES_2822,3304003,92,37,41,51
RES_2823,3304003,746,340,377,369
RES_2824,3304003,125,54,60,65
RES_2825,3304003,20,9,10,10
RES_2826,3304003,254,110,122,132
RES_2827,3304003,295,126,140,155
RES_2828,3304003,129,53,59,70
RES_2829,3304003,240,105,116,124
RES_2830,3304003,342,149,165,177
RES_2831,3304003,25,11,12,13
RES_2832,3304003,153,65,72,81
RES_2833,3304003,52,23,25,27
RES_2834,3304003,124,51,57,67
RES_2835,3304003,9,4,4,5
RES_2836,3304003,533,228,253,280
RES_2837,3304003,216,96,106,110
RES_2838,3304003,238,102,113,125
RES_2839,3304003,499,222,246,253
RES_2840,3304003,113,45,50,63
RES_2841,3304003,124,51,56,68
RES_2842,3304144,657,245,285,372
RES_2843,3304144,1984,784,912,1072
